order_name,order_code,recipe_category,recipe_quantity,recipe_unit,direction_usage,abbreviation
-,810000001.0,"""Comment""",-,-,-,省略危険文字列
-,810000001.0,"""Control""",-,-,-,省略危険文字列
-,810000001.0,"""Examination""",-,-,-,省略危険文字列
-,810000001.0,"""HomeCare""",-,-,-,省略危険文字列
-,810000001.0,"""Medication""",-,-,１日２回朝夕食後,省略危険文字列
γ−ＧＴ,160020410.0,"""Examination""",1,回,-,γ−ＧＴ
おたふく,95000047.0,"""OwnExpense""",1,回,-,おたふく
にんにく注射,95000069.0,"""OwnExpense""",1,回,-,にんにく
にんにく注射特別価格,95000148.0,"""OwnExpense""",1,回,-,注射特別価格
アイミクス配合錠ＨＤ,622199301.0,"""Medication""",1,錠,１日１回朝食後,アイミクス
アシクロビル２００ｍｇ錠,622747100.0,"""Medication""",5,錠,１日５回毎食後・午後２時・就寝前,アシクロビル
アジスロマイシン錠２５０ｍｇ「ＤＳＥＰ」,622286701.0,"""Medication""",4,錠,１日１回医師の指示通り,アジスロマイシン
アジルサルタン錠１０ｍｇ「サワイ」,622939601.0,"""Medication""",1,錠,１日１回朝食後,アジルサルタン
アジルバ錠２０ｍｇ,622143501.0,"""Medication""",1,錠,１日１回朝食後,アジルバ
アジルバ錠４０ｍｇ,622143601.0,"""Medication""",1,錠,１日１回夕食後,アジルバ
アストミン散１０％,620004431.0,"""Medication""",0.9,ｇ,１日３回毎食後,アストミン
アストミン錠１０ｍｇ,620004432.0,"""Medication""",6,錠,１日３回毎食後,アストミン
アスベリンシロップ０．５％,620002502.0,"""Medication""",6,ｍＬ,１日３回毎食後,アスベリンシロップ
アスベリン散１０％,620002500.0,"""Medication""",0.3,ｇ,１日３回毎食後,アスベリン
アスベリン錠１０　１０ｍｇ,620003073.0,"""Medication""",6,錠,１日３回毎食後,アスベリン
アスベリン錠２０　２０ｍｇ,612220036.0,"""Medication""",3,錠,１日３回毎食後,アスベリン
アズノールうがい液４％,660463002.0,"""Medication""",5,ｍＬ,１日２〜３回,アズノール
アズノール軟膏０．０３３％,620002619.0,"""Medication""",20,ｇ,医師の指示通り,アズノール
アズノールＳＴ錠口腔用５ｍｇ,620004787.0,"""Medication""",18,錠,１回１個１日３回医師の指示通り,アズノール
アダラートＣＲ錠２０ｍｇ,610421321.0,"""Medication""",1,錠,１日１回朝食後,アダラート
アダラートＣＲ錠４０ｍｇ,610421322.0,"""Medication""",1,錠,１日１回朝食後,アダラート
アテノロール錠５０ｍｇ「サワイ」,620254509.0,"""Medication""",1,錠,１日１回朝食後,アテノロール
アテレック錠１０　１０ｍｇ,610407148.0,"""Medication""",1,錠,１日１回朝食後,アテレック
アテレック錠２０　２０ｍｇ,622284801.0,"""Medication""",1,錠,１日１回朝食後,アテレック
アトルバスタチンカルシウム５ｍｇ錠,622475000.0,"""Medication""",1,錠,１日１回朝食後,アトルバスタチンカルシウム
アトルバスタチン錠１０ｍｇ「トーワ」,622110501.0,"""Medication""",1,錠,１日１回朝食後,アトルバスタチン
アトルバスタチン錠１０ｍｇ「日医工」,622167701.0,"""Medication""",1,錠,１日１回朝食後,アトルバスタチン
アトーゼット配合錠ＬＤ,622584101.0,"""Medication""",1,錠,１日１回朝食後,アトーゼット
アドエア２５０ディスカス２８吸入用　２８ブリスター,621781501.0,"""Medication""",1,キット,医師の指示通りにお使い下さい。,ディスカス
アドエア２５０ディスカス６０吸入用　６０ブリスター,621829601.0,"""Medication""",1,キット,１回１吸入１日２回,ディスカス
アドナ錠１０ｍｇ,620002505.0,"""Medication""",3,錠,１日３回毎食後,アドナ
アニュイティ２００μｇエリプタ３０吸入用,622552301.0,"""Medication""",1,キット,１回１吸入１日１回,アニュイティ
アフタゾロン口腔用軟膏０．１％,620006368.0,"""Medication""",5,ｇ,１日１回お使い下さい。,アフタゾロン
アフターピル,95000060.0,"""OwnExpense""",1,回,-,アフターピル
アベロックス錠４００ｍｇ,620003125.0,"""Medication""",1,錠,１日１回朝食後,アベロックス
アボルブカプセル０．５ｍｇ,621927601.0,"""Medication""",1,カプセル,１日１回朝食後,アボルブカプセル
アムロジピン錠１０ｍｇ「杏林」,622187801.0,"""Medication""",1,錠,１日１回朝食後,アムロジピン
アムロジピン錠２．５ｍｇ「あすか」,620007819.0,"""Medication""",1,錠,１日１回朝食後,アムロジピン
アムロジピン錠５ｍｇ「あすか」,620007853.0,"""Medication""",1,錠,１日１回朝食後,アムロジピン
アムロジピンＯＤ錠５ｍｇ「武田テバ」,621934503.0,"""Medication""",1,錠,１日１回朝食後,アムロジピン
アムロジンＯＤ錠２．５ｍｇ,620003886.0,"""Medication""",1,錠,１日１回朝食後,アムロジン
アムロジンＯＤ錠５ｍｇ,620003887.0,"""Medication""",1,錠,１日１回朝食後,アムロジン
アメナリーフ錠２００ｍｇ,622573501.0,"""Medication""",2,錠,１日１回朝食後,アメナリーフ
アモバン錠１０　１０ｍｇ,611120112.0,"""Medication""",1,錠,１日１回就寝前,アモバン
アラミスト点鼻液２７．５μｇ１２０噴霧用　５ｍｇ１０ｇ,622680401.0,"""Medication""",2,キット,鼻に医師の指示通り,アラミスト
アラミスト点鼻液２７．５μｇ５６噴霧用　３ｍｇ６ｇ,621911701.0,"""Medication""",1,キット,１回２噴霧　１日１回,アラミスト
アルドステロン,160034110.0,"""Examination""",1,回,-,アルドステロン
アルブミン定量（尿）,160004810.0,"""Examination""",1,回,-,アルブミン
アレグラドライシロップ５％,622339601.0,"""Medication""",0.6,ｇ,１日２回朝夕食後,アレグラドライシロップ
アレグラ錠３０ｍｇ,620004412.0,"""Medication""",2,錠,１日２回朝食後及び就寝前,アレグラ
アレグラ錠６０ｍｇ,610443040.0,"""Medication""",2,錠,１日２回朝食後及び就寝前,アレグラ
アレジオンＬＸ点眼液０．１％,622695901.0,"""Medication""",10,ｍＬ,１日右２回左２回,アレジオン
アレルギー性鼻炎免疫療法治療管理料（１月目）,113036810.0,"""Control""",1,回,-,性鼻炎免疫療法治療管理料
アレルギー性鼻炎免疫療法治療管理料（２月目以降）,113036910.0,"""Control""",1,回,-,性鼻炎免疫療法治療管理料
アレロック顆粒０．５％,622090301.0,"""Medication""",1,ｇ,１日２回朝食後及び就寝前,アレロック
アレロックＯＤ錠５　５ｍｇ,622014201.0,"""Medication""",2,錠,１日２回朝食後及び就寝前,アレロック
アレンドロン酸錠３５ｍｇ「アメル」,622091401.0,"""Medication""",1,錠,１日１回医師の指示通り,アレンドロン
